Shipment ID,Origin Airport,Destination Airport,Shipment Weight (kg),Shipment Volume (m³),Freight Cost (USD),Mode of Transport,Carrier Name,Transit Time (hours),Temperature-Sensitive,Perishable Goods,Customs Clearance Time (hours),Weather Conditions,Day of Week,Delay Status
SHIP007792,JFK,SYD,369.76,43.67,698.98,Air,Emirates Cargo,6,Yes,No,47,Clear,Tuesday,On-Time
SHIP007793,JFK,NRT,175.12,16.25,331.04,Air,UPS,26,No,No,19,Clear,Saturday,Delayed
SHIP007794,ORD,SIN,703.09,29.31,1329.08,Truck,DHL,70,No,Yes,3,Clear,Tuesday,Delayed
SHIP007795,ORD,SIN,838.44,35.62,1584.94,Air,DHL,52,No,No,12,Clear,Monday,Delayed
SHIP007796,SFO,SIN,281.01,38.9,531.21,Air,UPS,57,No,No,1,Clear,Friday,On-Time
SHIP007797,MIA,SIN,194.56,21.68,367.79,Truck,FedEx,5,No,No,14,Clear,Thursday,Delayed
SHIP007798,SFO,CDG,84.5,38.68,159.73,Air,UPS,58,Yes,No,46,Foggy,Tuesday,On-Time
SHIP007799,MIA,CDG,532.62,5.93,1006.84,Air,UPS,43,Yes,No,38,Clear,Saturday,On-Time
SHIP007800,ORD,NRT,832.98,26.33,1574.62,Air,Lufthansa Cargo,14,No,Yes,2,Foggy,Tuesday,Delayed
SHIP007801,LAX,SYD,258.28,1.19,488.24,Air,FedEx,16,No,No,24,Clear,Sunday,Delayed
SHIP007802,ATL,HKG,466.03,20.37,880.96,Air,UPS,41,No,No,42,Rainy,Monday,On-Time
SHIP007803,SFO,LHR,169.2,18.3,319.85,Rail,UPS,50,No,No,15,Rainy,Tuesday,Delayed
SHIP007804,ATL,DXB,410.16,48.91,775.35,Air,Lufthansa Cargo,21,No,No,25,Rainy,Thursday,On-Time
SHIP007805,ATL,HKG,25.29,19.95,47.81,Rail,Lufthansa Cargo,7,No,No,44,Clear,Tuesday,On-Time
SHIP007806,ATL,CDG,911.62,45.36,1723.28,Air,Lufthansa Cargo,63,No,No,34,Clear,Thursday,Delayed
SHIP007807,ORD,CDG,679.81,21.82,1285.08,Air,Emirates Cargo,31,Yes,No,15,Foggy,Sunday,Delayed
SHIP007808,JFK,CDG,339.49,26.72,641.75,Air,DHL,19,No,No,13,Rainy,Friday,On-Time
SHIP007809,ORD,HKG,882.39,17.6,1668.02,Truck,Lufthansa Cargo,49,No,Yes,25,Clear,Friday,Delayed
SHIP007810,ATL,CDG,191.1,32.04,361.25,Truck,FedEx,45,No,No,2,Clear,Friday,Delayed
SHIP007811,ORD,HKG,87.95,36.98,166.26,Air,Emirates Cargo,71,Yes,No,34,Rainy,Saturday,On-Time
SHIP007812,ATL,CDG,943.2,39.57,1782.98,Air,DHL,9,No,No,33,Clear,Tuesday,Delayed
SHIP007813,DFW,SIN,315.93,34.73,597.22,Air,Emirates Cargo,38,No,No,35,Clear,Friday,Delayed
SHIP007814,MIA,SIN,936.61,16.56,1770.52,Truck,Lufthansa Cargo,67,No,No,12,Clear,Monday,Delayed
SHIP007815,JFK,LHR,641.24,16.6,1212.17,Rail,UPS,17,Yes,No,33,Clear,Thursday,Delayed
SHIP007816,DFW,CDG,980.24,17.46,1852.99,Air,UPS,18,No,Yes,35,Rainy,Friday,On-Time
SHIP007817,LAX,NRT,755.89,1.99,1428.9,Truck,Emirates Cargo,65,Yes,No,12,Clear,Thursday,Delayed
SHIP007818,ORD,LHR,114.43,47.16,216.31,Rail,DHL,7,No,No,12,Clear,Saturday,On-Time
SHIP007819,LAX,HKG,853.71,9.87,1613.81,Air,DHL,7,No,No,44,Clear,Thursday,On-Time
SHIP007820,SFO,LHR,156.4,8.04,295.65,Air,FedEx,49,No,No,2,Clear,Tuesday,On-Time
SHIP007821,ORD,CDG,695.28,27.66,1314.32,Truck,Lufthansa Cargo,22,No,No,38,Clear,Friday,Delayed
SHIP007822,MIA,HKG,505.4,2.47,955.38,Rail,UPS,36,No,No,29,Clear,Thursday,Delayed
SHIP007823,DFW,NRT,710.65,41.91,1343.38,Air,DHL,48,Yes,Yes,22,Clear,Sunday,On-Time
SHIP007824,MIA,HKG,767.34,43.82,1450.54,Air,FedEx,41,No,No,16,Clear,Wednesday,On-Time
SHIP007825,SFO,SIN,805.63,19.95,1522.92,Air,Emirates Cargo,31,Yes,No,45,Foggy,Saturday,On-Time
SHIP007826,ATL,HKG,836.63,48.57,1581.52,Truck,FedEx,44,No,Yes,10,Clear,Wednesday,On-Time
SHIP007827,MIA,HKG,848.75,16.28,1604.43,Air,UPS,28,No,No,37,Clear,Monday,Delayed
SHIP007828,MIA,LHR,418.45,13.09,791.02,Truck,Lufthansa Cargo,60,Yes,No,17,Clear,Monday,On-Time
SHIP007829,ATL,NRT,890.34,49.49,1683.05,Air,FedEx,40,No,No,36,Clear,Saturday,Delayed
SHIP007830,ORD,SYD,722.38,12.59,1365.55,Air,Emirates Cargo,10,No,No,15,Rainy,Thursday,On-Time
SHIP007831,ATL,HKG,840.58,22.27,1588.99,Rail,FedEx,21,Yes,No,44,Clear,Sunday,On-Time
SHIP007832,DFW,DXB,989.3,30.63,1870.12,Air,Emirates Cargo,65,No,No,40,Clear,Saturday,Delayed
SHIP007833,MIA,SYD,125.25,16.19,236.77,Air,FedEx,31,No,No,31,Clear,Saturday,On-Time
SHIP007834,ATL,SIN,376.87,19.27,712.42,Truck,UPS,48,No,No,23,Rainy,Tuesday,On-Time
SHIP007835,SFO,NRT,808.48,36.07,1528.31,Air,DHL,7,No,No,31,Clear,Thursday,Delayed
SHIP007836,SFO,NRT,95.44,36.18,180.41,Air,Lufthansa Cargo,43,No,No,45,Rainy,Wednesday,On-Time
SHIP007837,MIA,SIN,545.37,40.2,1030.94,Air,Emirates Cargo,39,Yes,No,37,Clear,Monday,On-Time
SHIP007838,DFW,HKG,859.81,29.73,1625.34,Rail,UPS,70,Yes,Yes,22,Rainy,Wednesday,On-Time
SHIP007839,LAX,LHR,28.8,11.75,54.44,Air,Emirates Cargo,21,Yes,No,7,Clear,Saturday,Delayed
SHIP007840,DFW,SYD,940.12,16.72,1777.15,Truck,DHL,13,No,No,10,Clear,Friday,On-Time
SHIP007841,JFK,SIN,978.36,45.05,1849.44,Air,Emirates Cargo,13,No,No,40,Clear,Thursday,Delayed
SHIP007842,JFK,SIN,329.06,36.71,622.04,Rail,DHL,39,No,Yes,2,Clear,Sunday,On-Time
SHIP007843,JFK,DXB,769.12,4.49,1453.9,Rail,DHL,13,Yes,Yes,30,Clear,Monday,Delayed
SHIP007844,MIA,HKG,135.9,37.71,256.9,Air,Emirates Cargo,16,No,No,27,Foggy,Sunday,On-Time
SHIP007845,SFO,SYD,775.14,16.6,1465.28,Air,UPS,71,No,Yes,34,Clear,Sunday,On-Time
SHIP007846,ORD,SIN,486.71,1.26,920.05,Air,FedEx,61,Yes,No,12,Clear,Tuesday,Delayed
SHIP007847,SFO,NRT,861.67,24.24,1628.86,Rail,UPS,47,No,No,35,Stormy,Monday,On-Time
SHIP007848,ORD,SIN,220.48,44.18,416.78,Truck,UPS,26,No,No,40,Rainy,Monday,Delayed
SHIP007849,ORD,SIN,675.93,22.27,1277.74,Air,UPS,64,No,No,43,Clear,Monday,On-Time
SHIP007850,SFO,SIN,788.26,49.44,1490.09,Truck,Emirates Cargo,34,Yes,Yes,11,Clear,Thursday,On-Time
SHIP007851,MIA,LHR,210.47,8.99,397.86,Air,FedEx,35,No,No,10,Clear,Tuesday,Delayed
SHIP007852,DFW,CDG,820.1,17.61,1550.27,Air,FedEx,69,No,No,19,Rainy,Wednesday,Delayed
SHIP007853,ORD,DXB,958.41,0.93,1811.73,Air,DHL,69,Yes,No,24,Stormy,Monday,Delayed
SHIP007854,LAX,NRT,619.92,2.61,1171.86,Truck,FedEx,41,No,No,12,Clear,Monday,On-Time
SHIP007855,SFO,LHR,787,17.78,1487.7,Air,UPS,8,No,No,39,Clear,Wednesday,Delayed
SHIP007856,SFO,DXB,537.26,26.47,1015.61,Air,Emirates Cargo,14,Yes,Yes,39,Rainy,Monday,Delayed
SHIP007857,JFK,SIN,602.12,11.93,1138.22,Rail,FedEx,31,No,Yes,21,Clear,Tuesday,On-Time
SHIP007858,DFW,DXB,23.22,8.41,43.89,Air,DHL,6,No,No,22,Clear,Tuesday,On-Time
SHIP007859,JFK,HKG,529.04,21.09,1000.07,Truck,FedEx,59,Yes,Yes,45,Clear,Sunday,Delayed
SHIP007860,SFO,HKG,579.81,8.62,1096.04,Truck,Emirates Cargo,44,Yes,No,16,Stormy,Friday,On-Time
SHIP007861,SFO,CDG,673.35,31.58,1272.87,Air,UPS,12,Yes,No,47,Clear,Wednesday,On-Time
SHIP007862,ORD,CDG,177.7,47.77,335.91,Truck,FedEx,19,No,No,19,Clear,Thursday,On-Time
SHIP007863,DFW,DXB,248.96,40.35,470.62,Air,Emirates Cargo,65,Yes,Yes,31,Clear,Saturday,On-Time
SHIP007864,ATL,LHR,758.44,10.84,1433.72,Rail,DHL,11,No,No,43,Clear,Friday,Delayed
SHIP007865,LAX,LHR,175.96,47.56,332.63,Truck,UPS,28,No,No,13,Clear,Saturday,Delayed
SHIP007866,ORD,SIN,421.87,37.58,797.48,Air,DHL,24,Yes,No,35,Clear,Tuesday,On-Time
SHIP007867,SFO,LHR,257.99,7.83,487.69,Truck,Lufthansa Cargo,59,No,No,12,Clear,Friday,On-Time
SHIP007868,ORD,CDG,549.73,29.01,1039.18,Air,DHL,9,No,No,38,Clear,Sunday,On-Time
SHIP007869,LAX,LHR,987,48.33,1865.77,Air,DHL,11,No,Yes,3,Clear,Saturday,Delayed
SHIP007870,SFO,SIN,853.52,4.93,1613.45,Rail,FedEx,6,Yes,No,6,Stormy,Thursday,Delayed
SHIP007871,LAX,HKG,276.78,13.62,523.21,Air,FedEx,25,No,No,23,Rainy,Friday,On-Time
SHIP007872,ATL,LHR,374.93,18.77,708.75,Air,DHL,7,No,No,27,Foggy,Friday,Delayed
SHIP007873,ORD,LHR,919.45,5.87,1738.08,Air,Emirates Cargo,57,No,No,22,Clear,Tuesday,Delayed
SHIP007874,MIA,CDG,899.31,15.03,1700.01,Air,Lufthansa Cargo,18,No,No,47,Clear,Saturday,Delayed
SHIP007875,ORD,DXB,168.92,34.65,319.32,Truck,FedEx,57,Yes,No,1,Stormy,Wednesday,Delayed
SHIP007876,JFK,HKG,830.98,23.91,1570.84,Air,UPS,67,Yes,No,12,Clear,Monday,Delayed
SHIP007877,DFW,DXB,304.63,21.11,575.86,Rail,Emirates Cargo,58,No,Yes,33,Clear,Wednesday,On-Time
SHIP007878,DFW,SIN,548.37,21.65,1036.61,Air,FedEx,28,No,No,5,Clear,Friday,On-Time
SHIP007879,JFK,SIN,15.05,38.01,28.45,Truck,UPS,54,No,No,13,Rainy,Saturday,On-Time
SHIP007880,SFO,DXB,998.6,49.56,1887.7,Rail,UPS,10,Yes,No,6,Clear,Tuesday,On-Time
SHIP007881,DFW,CDG,763.49,29.47,1443.26,Air,DHL,30,No,Yes,24,Clear,Sunday,On-Time
SHIP007882,LAX,SYD,249.32,37.6,471.3,Truck,Lufthansa Cargo,38,Yes,No,45,Rainy,Saturday,On-Time
SHIP007883,DFW,CDG,686.96,18.69,1298.59,Air,FedEx,48,No,No,31,Clear,Saturday,Delayed
SHIP007884,DFW,SYD,300.37,43.05,567.8,Rail,DHL,71,No,No,10,Foggy,Monday,On-Time
SHIP007885,JFK,SYD,98.56,21.07,186.31,Air,DHL,9,No,Yes,34,Clear,Monday,Delayed
SHIP007886,SFO,CDG,431.06,46.76,814.85,Truck,Lufthansa Cargo,43,No,No,44,Clear,Monday,On-Time
SHIP007887,ATL,SYD,617.58,37.2,1167.44,Air,Emirates Cargo,57,Yes,No,39,Stormy,Thursday,Delayed
SHIP007888,DFW,SYD,98.88,35.4,186.92,Air,DHL,12,No,Yes,42,Clear,Monday,Delayed
SHIP007889,MIA,SYD,523.22,14.58,989.07,Air,Emirates Cargo,40,No,No,25,Rainy,Wednesday,Delayed
SHIP007890,DFW,HKG,519.72,39.83,982.45,Air,Lufthansa Cargo,10,Yes,No,45,Rainy,Wednesday,On-Time
SHIP007891,ATL,SIN,632.36,5.35,1195.38,Air,DHL,6,Yes,No,46,Rainy,Wednesday,Delayed
SHIP007892,JFK,SYD,252.2,26.95,476.75,Air,FedEx,5,Yes,No,38,Rainy,Thursday,Delayed
SHIP007893,ATL,SIN,30.44,36.8,57.54,Air,Emirates Cargo,66,No,No,34,Clear,Monday,Delayed
SHIP007894,JFK,NRT,331.61,44.19,626.86,Truck,Lufthansa Cargo,33,No,No,7,Clear,Saturday,On-Time
SHIP007895,LAX,SIN,404.6,28.53,764.83,Air,UPS,22,No,Yes,19,Stormy,Monday,On-Time
SHIP007896,JFK,NRT,639.38,12.99,1208.65,Air,DHL,7,No,No,27,Stormy,Monday,On-Time
SHIP007897,LAX,HKG,930.87,42.46,1759.67,Air,DHL,35,No,No,44,Clear,Tuesday,On-Time
SHIP007898,LAX,SIN,211.35,38.42,399.53,Air,DHL,26,Yes,No,7,Rainy,Friday,On-Time
SHIP007899,JFK,DXB,690.46,7.76,1305.21,Air,FedEx,12,Yes,No,43,Clear,Sunday,Delayed
SHIP007900,MIA,LHR,106.43,43.63,201.19,Air,FedEx,26,No,Yes,5,Clear,Monday,On-Time
SHIP007901,ORD,HKG,198.72,48,375.65,Air,UPS,33,No,Yes,25,Clear,Monday,Delayed
SHIP007902,JFK,LHR,514.04,26.93,971.71,Air,DHL,14,Yes,No,9,Foggy,Thursday,Delayed
SHIP007903,DFW,DXB,711.29,2.01,1344.59,Truck,Lufthansa Cargo,50,No,No,7,Foggy,Wednesday,Delayed
SHIP007904,MIA,CDG,859.98,45.79,1625.66,Air,FedEx,38,No,Yes,22,Stormy,Thursday,On-Time
SHIP007905,MIA,CDG,746.46,6.23,1411.07,Truck,FedEx,60,No,No,8,Foggy,Tuesday,Delayed
SHIP007906,DFW,SYD,25.2,31.69,47.64,Air,UPS,63,No,No,16,Clear,Monday,Delayed
SHIP007907,ORD,CDG,687.09,20.11,1298.84,Air,Lufthansa Cargo,37,No,No,5,Foggy,Saturday,Delayed
SHIP007908,MIA,HKG,826.41,49.6,1562.2,Rail,Emirates Cargo,27,Yes,No,6,Clear,Wednesday,Delayed
SHIP007909,LAX,CDG,530.28,45.87,1002.41,Air,FedEx,19,No,Yes,30,Clear,Friday,On-Time
SHIP007910,ORD,HKG,965.94,39.25,1825.96,Air,Lufthansa Cargo,29,Yes,No,8,Clear,Saturday,On-Time
SHIP007911,SFO,HKG,14.27,10.04,26.98,Air,Emirates Cargo,30,Yes,No,46,Rainy,Saturday,On-Time
SHIP007912,DFW,LHR,820.47,34.99,1550.97,Air,FedEx,16,No,Yes,27,Rainy,Tuesday,On-Time
SHIP007913,ORD,CDG,341.47,28.65,645.5,Air,FedEx,68,Yes,No,41,Clear,Monday,Delayed
SHIP007914,JFK,SIN,653.95,6.85,1236.19,Air,Lufthansa Cargo,23,Yes,No,3,Clear,Friday,On-Time
SHIP007915,ORD,NRT,696.55,39.75,1316.72,Air,FedEx,53,No,Yes,37,Clear,Saturday,On-Time
SHIP007916,LAX,CDG,313.19,4.41,592.04,Truck,Emirates Cargo,23,No,No,18,Clear,Wednesday,Delayed
SHIP007917,JFK,CDG,995.47,24.13,1881.78,Air,FedEx,27,No,No,36,Clear,Tuesday,On-Time
SHIP007918,ATL,CDG,112.22,21.39,212.13,Air,DHL,60,Yes,No,20,Clear,Monday,On-Time
SHIP007919,DFW,SYD,165.46,40.33,312.78,Truck,Emirates Cargo,67,No,Yes,17,Clear,Friday,Delayed
SHIP007920,DFW,SIN,893.27,21.44,1688.59,Air,Lufthansa Cargo,56,No,No,46,Clear,Sunday,On-Time
SHIP007921,ORD,SIN,127.99,34.75,241.95,Air,Lufthansa Cargo,68,No,No,24,Foggy,Wednesday,On-Time
SHIP007922,MIA,HKG,387.47,23.97,732.45,Air,FedEx,22,No,No,35,Clear,Wednesday,Delayed
SHIP007923,JFK,SIN,735.81,29.14,1390.94,Rail,Emirates Cargo,54,No,No,8,Clear,Thursday,On-Time
SHIP007924,ATL,HKG,793.58,12.13,1500.14,Air,Lufthansa Cargo,17,No,Yes,5,Foggy,Friday,On-Time
SHIP007925,JFK,NRT,955.12,10.2,1805.51,Air,DHL,70,No,No,4,Clear,Friday,On-Time
SHIP007926,DFW,LHR,791.68,35.52,1496.55,Rail,UPS,40,Yes,Yes,36,Clear,Thursday,On-Time
SHIP007927,JFK,HKG,846.09,6.2,1599.4,Rail,DHL,26,No,No,23,Rainy,Thursday,On-Time
SHIP007928,ATL,CDG,949.88,8.88,1795.6,Truck,DHL,11,Yes,Yes,1,Clear,Saturday,Delayed
SHIP007929,MIA,DXB,558.15,47.05,1055.1,Truck,Emirates Cargo,16,No,No,7,Rainy,Tuesday,On-Time
SHIP007930,ORD,DXB,350,12.74,661.62,Air,FedEx,12,Yes,No,17,Clear,Saturday,On-Time
SHIP007931,LAX,SYD,764,16.23,1444.23,Air,Lufthansa Cargo,27,No,No,28,Stormy,Monday,On-Time
SHIP007932,JFK,CDG,171.91,31.7,324.97,Air,FedEx,17,Yes,No,7,Rainy,Friday,Delayed
SHIP007933,LAX,HKG,77.55,22.07,146.6,Air,Emirates Cargo,9,No,Yes,44,Clear,Sunday,On-Time
SHIP007934,DFW,CDG,787.48,27.99,1488.61,Truck,Emirates Cargo,11,Yes,No,17,Clear,Sunday,On-Time
SHIP007935,ORD,SYD,951.16,7.32,1798.02,Truck,Lufthansa Cargo,13,No,No,35,Clear,Monday,On-Time
SHIP007936,SFO,SIN,448.02,33.65,846.91,Truck,DHL,23,No,No,32,Stormy,Sunday,On-Time
SHIP007937,ORD,HKG,169.52,7.91,320.45,Air,Emirates Cargo,69,No,No,25,Stormy,Friday,Delayed
SHIP007938,JFK,NRT,502.05,37.41,949.05,Air,Lufthansa Cargo,56,No,No,17,Clear,Friday,On-Time
SHIP007939,MIA,CDG,399.38,26.23,754.97,Air,DHL,32,Yes,No,33,Clear,Sunday,On-Time
SHIP007940,ORD,SIN,378.75,40.83,715.97,Truck,UPS,10,No,No,28,Clear,Tuesday,On-Time
SHIP007941,JFK,SYD,631.8,8.72,1194.32,Air,UPS,48,Yes,No,34,Clear,Saturday,On-Time
SHIP007942,JFK,SIN,182.99,18.94,345.91,Air,Emirates Cargo,31,No,No,40,Clear,Thursday,Delayed
SHIP007943,LAX,HKG,386.68,42.36,730.96,Air,Lufthansa Cargo,50,No,No,11,Clear,Tuesday,Delayed
SHIP007944,ORD,SYD,869.99,39.96,1644.58,Truck,UPS,8,No,No,40,Stormy,Thursday,On-Time
SHIP007945,JFK,SYD,732.37,48.29,1384.43,Air,FedEx,34,No,No,10,Foggy,Monday,On-Time
SHIP007946,LAX,SYD,65.03,11.18,122.93,Rail,FedEx,49,No,No,33,Clear,Thursday,On-Time
SHIP007947,ATL,LHR,518.76,27,980.64,Truck,Lufthansa Cargo,62,Yes,No,5,Clear,Tuesday,On-Time
SHIP007948,SFO,SYD,100.38,0.99,189.75,Rail,FedEx,66,No,No,38,Clear,Wednesday,Delayed
SHIP007949,LAX,LHR,957.92,48.27,1810.8,Air,Emirates Cargo,58,No,No,23,Clear,Sunday,On-Time
SHIP007950,LAX,SIN,252.19,8.84,476.73,Air,UPS,28,No,No,45,Clear,Tuesday,Delayed
SHIP007951,JFK,NRT,933.29,45.24,1764.24,Air,UPS,34,No,No,22,Rainy,Wednesday,On-Time
SHIP007952,DFW,LHR,835.67,33.95,1579.71,Air,Lufthansa Cargo,61,Yes,No,5,Foggy,Monday,Delayed
SHIP007953,DFW,SIN,555.85,46.85,1050.75,Air,DHL,57,No,No,25,Clear,Wednesday,Delayed
SHIP007954,MIA,LHR,342.94,12.49,648.28,Truck,UPS,14,No,Yes,33,Rainy,Thursday,Delayed
SHIP007955,DFW,SIN,859.37,17.32,1624.51,Air,DHL,5,No,No,37,Stormy,Wednesday,On-Time
SHIP007956,LAX,SIN,161.26,8.3,304.84,Air,DHL,48,No,No,5,Foggy,Sunday,On-Time
SHIP007957,MIA,NRT,188.17,21.18,355.71,Air,Lufthansa Cargo,63,No,Yes,7,Clear,Tuesday,Delayed
SHIP007958,JFK,SYD,232.48,47.38,439.47,Air,DHL,15,No,No,2,Clear,Saturday,On-Time
SHIP007959,ORD,NRT,601.72,28.6,1137.46,Rail,DHL,24,No,No,12,Clear,Monday,On-Time
SHIP007960,SFO,NRT,321.18,20.86,607.14,Truck,Lufthansa Cargo,64,No,Yes,46,Rainy,Thursday,Delayed
SHIP007961,SFO,SYD,989.29,16.31,1870.1,Air,Lufthansa Cargo,48,Yes,No,46,Clear,Tuesday,On-Time
SHIP007962,LAX,SIN,203.16,29.28,384.04,Air,Lufthansa Cargo,20,No,No,17,Clear,Sunday,On-Time
SHIP007963,LAX,SYD,807.55,36.19,1526.55,Air,Lufthansa Cargo,66,No,No,15,Stormy,Wednesday,On-Time
SHIP007964,MIA,SIN,104.88,20.4,198.26,Air,Lufthansa Cargo,60,No,Yes,34,Stormy,Thursday,Delayed
SHIP007965,JFK,SYD,359.91,11.62,680.36,Rail,FedEx,7,No,Yes,27,Clear,Monday,On-Time
SHIP007966,ATL,DXB,251.32,29.29,475.08,Air,Emirates Cargo,6,No,No,4,Clear,Friday,Delayed
SHIP007967,LAX,LHR,977.07,18.34,1847,Truck,UPS,48,No,Yes,5,Rainy,Thursday,On-Time
SHIP007968,ATL,NRT,35.47,49.72,67.05,Rail,Lufthansa Cargo,48,No,No,19,Foggy,Saturday,On-Time
SHIP007969,ATL,SIN,724.45,22.11,1369.46,Truck,DHL,28,Yes,No,44,Clear,Friday,Delayed
SHIP007970,DFW,CDG,255.24,21.78,482.49,Air,UPS,17,Yes,No,12,Clear,Wednesday,On-Time
SHIP007971,JFK,SYD,813.14,41.99,1537.12,Truck,Lufthansa Cargo,5,No,No,23,Clear,Thursday,Delayed
SHIP007972,SFO,SYD,318.11,12.63,601.34,Truck,FedEx,43,No,No,20,Rainy,Friday,Delayed
SHIP007973,SFO,HKG,195.41,3.39,369.39,Air,DHL,9,No,No,1,Foggy,Thursday,On-Time
SHIP007974,ATL,CDG,696.11,42.71,1315.89,Truck,FedEx,17,No,No,15,Clear,Sunday,Delayed
SHIP007975,SFO,CDG,265,29.49,500.94,Air,Emirates Cargo,12,Yes,No,21,Clear,Saturday,On-Time
SHIP007976,JFK,NRT,490.69,13.08,927.57,Rail,Emirates Cargo,55,No,No,10,Stormy,Sunday,Delayed
SHIP007977,DFW,DXB,140.22,17.2,265.06,Air,Lufthansa Cargo,53,Yes,Yes,37,Clear,Monday,Delayed
SHIP007978,JFK,LHR,727.35,21.34,1374.94,Air,Emirates Cargo,53,No,No,1,Clear,Sunday,On-Time
SHIP007979,LAX,DXB,412.77,34.05,780.28,Rail,Lufthansa Cargo,52,Yes,No,25,Stormy,Monday,Delayed
SHIP007980,ATL,LHR,149.17,23.46,281.98,Air,Lufthansa Cargo,44,No,No,10,Clear,Wednesday,On-Time
SHIP007981,JFK,SIN,744.18,19.85,1406.76,Air,Emirates Cargo,34,No,No,20,Rainy,Saturday,Delayed
SHIP007982,SFO,NRT,112.33,39.05,212.34,Air,Emirates Cargo,48,No,No,43,Clear,Thursday,On-Time
SHIP007983,ORD,DXB,579.07,3.69,1094.64,Air,FedEx,57,Yes,Yes,12,Clear,Saturday,On-Time
SHIP007984,JFK,HKG,611.41,32.66,1155.78,Air,FedEx,40,No,No,43,Clear,Sunday,Delayed
SHIP007985,ATL,LHR,931.05,22.5,1760.01,Truck,FedEx,34,No,No,27,Rainy,Thursday,Delayed
SHIP007986,DFW,DXB,159.47,16.81,301.45,Rail,DHL,42,No,No,36,Rainy,Monday,Delayed
SHIP007987,SFO,NRT,656.81,46.39,1241.6,Air,DHL,11,No,No,12,Rainy,Wednesday,Delayed
SHIP007988,DFW,HKG,386.96,38.92,731.49,Air,UPS,37,No,No,9,Stormy,Thursday,Delayed
SHIP007989,ATL,NRT,406.81,11.04,769.01,Air,Lufthansa Cargo,55,No,No,15,Rainy,Thursday,On-Time
SHIP007990,SFO,CDG,506.81,32.65,958.05,Air,Lufthansa Cargo,14,No,No,39,Rainy,Thursday,Delayed
SHIP007991,LAX,SYD,241.45,41.13,456.42,Air,DHL,42,No,No,33,Clear,Wednesday,On-Time
SHIP007992,SFO,SIN,466.57,49.47,881.98,Air,DHL,44,No,No,45,Stormy,Tuesday,Delayed
SHIP007993,LAX,NRT,689.98,34.95,1304.3,Air,Lufthansa Cargo,7,No,No,5,Clear,Tuesday,On-Time
SHIP007994,DFW,SIN,462.54,34.57,874.36,Air,UPS,28,No,Yes,41,Clear,Sunday,On-Time
SHIP007995,DFW,NRT,52.08,30.7,98.45,Air,Emirates Cargo,6,No,Yes,3,Stormy,Sunday,On-Time
SHIP007996,ATL,CDG,265.25,2.1,501.41,Air,UPS,27,Yes,No,47,Clear,Sunday,Delayed
SHIP007997,LAX,NRT,357.95,29.29,676.65,Air,DHL,55,No,No,9,Stormy,Monday,On-Time
SHIP007998,DFW,NRT,361.17,40.27,682.74,Air,DHL,63,Yes,Yes,38,Rainy,Friday,On-Time
SHIP007999,LAX,DXB,90.2,19.83,170.51,Air,Emirates Cargo,46,No,No,46,Clear,Saturday,Delayed
SHIP008000,DFW,SYD,455.07,29.39,860.24,Air,Emirates Cargo,23,No,No,25,Clear,Wednesday,On-Time
SHIP008001,SFO,CDG,695.03,46.33,1313.85,Truck,UPS,12,No,Yes,32,Rainy,Friday,Delayed
SHIP008002,JFK,HKG,58.19,8.68,110,Rail,Lufthansa Cargo,30,No,No,46,Rainy,Tuesday,Delayed
SHIP008003,ORD,SYD,753.41,14.1,1424.21,Air,Lufthansa Cargo,48,No,No,15,Clear,Tuesday,Delayed
SHIP008004,SFO,LHR,955.55,5.6,1806.32,Air,FedEx,52,No,No,17,Stormy,Monday,Delayed
SHIP008005,MIA,DXB,19.24,25.06,36.37,Truck,UPS,40,No,Yes,40,Clear,Thursday,Delayed
SHIP008006,JFK,SYD,201.76,42,381.4,Air,DHL,13,No,No,39,Rainy,Sunday,On-Time
SHIP008007,MIA,LHR,548.05,21.82,1036.01,Air,FedEx,15,No,No,23,Stormy,Sunday,Delayed
SHIP008008,DFW,CDG,225.87,3.59,426.97,Air,UPS,45,No,No,16,Clear,Sunday,On-Time
SHIP008009,ORD,NRT,766.98,13.25,1449.86,Air,Lufthansa Cargo,66,No,No,35,Clear,Friday,On-Time
SHIP008010,ORD,SIN,319.01,44.5,603.04,Truck,Emirates Cargo,28,Yes,Yes,18,Foggy,Sunday,On-Time
SHIP008011,DFW,SYD,300.69,27.92,568.41,Air,DHL,36,Yes,No,19,Clear,Tuesday,Delayed
SHIP008012,DFW,SYD,10.91,45.71,20.62,Truck,FedEx,37,No,No,42,Clear,Tuesday,On-Time
SHIP008013,LAX,LHR,277.42,41.74,524.42,Air,Emirates Cargo,49,No,No,32,Stormy,Tuesday,Delayed
SHIP008014,DFW,LHR,225.49,20.77,426.25,Air,DHL,37,Yes,No,14,Clear,Saturday,On-Time
SHIP008015,ATL,SIN,349.81,31.71,661.26,Air,Lufthansa Cargo,6,No,No,14,Clear,Friday,On-Time
SHIP008016,DFW,LHR,156.18,33.25,295.23,Air,Lufthansa Cargo,70,Yes,No,25,Rainy,Saturday,Delayed
SHIP008017,ATL,LHR,598.7,37.37,1131.75,Air,Lufthansa Cargo,25,No,No,40,Rainy,Thursday,On-Time
SHIP008018,DFW,SYD,246.35,16.72,465.69,Air,UPS,26,No,No,45,Foggy,Thursday,Delayed
SHIP008019,LAX,SIN,833.43,14.52,1575.47,Air,DHL,69,Yes,No,22,Rainy,Thursday,Delayed
